material_id,Material,description,Size,Fuel,source,type,id,unit,province_state,city,year,material_cost,labour_cost,equipment_cost,material_op_factor,labour_op_factor,equipment_op_factor,comments,material_mult,labour_mult
803,ElecDuct,"Electric duct heaters  480V 3ph, finned tubular insert 12 inches wide by 18 inches high",20,,rs-means,Unit,181245,,,,,,,,,,,,1.0,1.0
804,ElecDuct,"Electric duct heaters  480V 3ph, finned tubular insert 12 inches wide by 24 inches high",26.7,,rs-means,Unit,181246,,,,,,,,,,,,1.0,1.0
805,ElecDuct,"Electric duct heaters  480V 3ph, finned tubular insert 12 inches wide by 30 inches high",33.3,,rs-means,Unit,181247,,,,,,,,,,,,1.0,1.0
807,,"Hydronic heating, terminal units, rough-in baseboard panel and fin tube, wall hung, with supply and balance valves",,,rs-means,Unit,181248,,,,,,,,,,,,1.0,1.0
808,,"Hydronic heating, unit heater, propeller, horizontal flow, 115 V, hot water, 60Deg.F entering air, 81 MBH",,,rs-means,Unit,181249,,,,,,,,,,,,1.0,1.0
809,,"Hydronic heating, unit heater, propeller, horizontal flow, 115 V, hot water, 60Deg.F entering air, 198 MBH",,,rs-means,Unit,181250,,,,,,,,,,,,1.0,1.0
810,CondensingUnit,"Air cooled compressor, standard controls 1.5 tons",5.2755,,rs-means,Unit,181251,,,,,,,,,,,,1.0,1.0
811,CondensingUnit,"Air cooled compressor, standard controls 2 tons",7.034,,rs-means,Unit,181252,,,,,,,,,,,,1.0,1.0
812,CondensingUnit,"Air cooled compressor, standard controls 2.5 tons",8.7925,,rs-means,Unit,181253,,,,,,,,,,,,1.0,1.0
813,CondensingUnit,"Air cooled compressor, standard controls 3 tons",10.551,,rs-means,Unit,181254,,,,,,,,,,,,1.0,1.0
814,CondensingUnit,"Air cooled compressor, standard controls 3.5 tons",12.3095,,rs-means,Unit,181255,,,,,,,,,,,,1.0,1.0
815,CondensingUnit,"Air cooled compressor, standard controls 4 tons",14.068,,rs-means,Unit,181256,,,,,,,,,,,,1.0,1.0
816,CondensingUnit,"Air cooled compressor, standard controls 5 tons",17.585,,rs-means,Unit,181257,,,,,,,,,,,,1.0,1.0
817,CondensingUnit,"Air cooled compressor, standard controls 7.5 tons",26.377499999999998,,rs-means,Unit,181258,,,,,,,,,,,,1.0,1.0
818,CondensingUnit,"Air cooled compressor, standard controls 8.5 tons",29.8945,,rs-means,Unit,181259,,,,,,,,,,,,1.0,1.0
819,CondensingUnit,"Air cooled compressor, standard controls 10 tons",35.17,,rs-means,Unit,181260,,,,,,,,,,,,1.0,1.0
820,CondensingUnit,"Air cooled compressor, standard controls 12.5 tons",43.9625,,rs-means,Unit,181261,,,,,,,,,,,,1.0,1.0
821,CondensingUnit,"Air cooled compressor, standard controls 15 tons",52.754999999999995,,rs-means,Unit,181262,,,,,,,,,,,,1.0,1.0
822,CondensingUnit,"Air cooled compressor, standard controls 20 tons",70.34,,rs-means,Unit,181263,,,,,,,,,,,,1.0,1.0
823,CondensingUnit,"Air cooled compressor, standard controls 25 tons",87.925,,rs-means,Unit,181264,,,,,,,,,,,,1.0,1.0
824,CondensingUnit,"Air cooled compressor, standard controls 30 tons",105.50999999999999,,rs-means,Unit,181265,,,,,,,,,,,,1.0,1.0
825,CondensingUnit,"Air cooled compressor, standard controls 40 tons",140.68,,rs-means,Unit,181266,,,,,,,,,,,,1.0,1.0
826,CondensingUnit,"Air cooled compressor, standard controls 50 tons",175.85,,rs-means,Unit,181267,,,,,,,,,,,,1.0,1.0
827,CondensingUnit,"Air cooled compressor, standard controls 60 tons",211.01999999999998,,rs-means,Unit,181268,,,,,,,,,,,,1.0,1.0
828,CondensingUnit,"Air cooled compressor, standard controls 70 tons",246.19,,rs-means,Unit,181269,,,,,,,,,,,,1.0,1.0
829,CondensingUnit,"Air cooled compressor, standard controls 80 tons",281.36,,rs-means,Unit,181270,,,,,,,,,,,,1.0,1.0
830,CondensingUnit,"Air cooled compressor, standard controls 90 tons",316.53,,rs-means,Unit,181271,,,,,,,,,,,,1.0,1.0
831,CondensingUnit,"Air cooled compressor, standard controls 100 tons",351.7,,rs-means,Unit,181272,,,,,,,,,,,,1.0,1.0
832,ElecHeat,"Electric heater, recessed, cabinet type 120-277V, single pole",2,,rs-means,Unit,181273,,,,,,,,,,,,1.0,1.0
833,ElecHeat,"Electric heater, recessed, cabinet type 120-277V, single pole",3,,rs-means,Unit,181274,,,,,,,,,,,,1.0,1.0
834,ElecHeat,"Electric heater, recessed, cabinet type 120-277V, single pole",4,,rs-means,Unit,181275,,,,,,,,,,,,1.0,1.0
835,ElecHeat,"Electric heater, recessed, cabinet type 120-277V, single pole",5,,rs-means,Unit,181276,,,,,,,,,,,,1.0,1.0
836,ElecHeat,"Electric heater, recessed, cabinet type 120-277V, single pole",6,,rs-means,Unit,181277,,,,,,,,,,,,1.0,1.0
837,ElecHeat,"Electric heater, recessed, cabinet type 120-277V, single pole",8,,rs-means,Unit,181278,,,,,,,,,,,,1.0,1.0
838,ElecHeat,"Electric heater, recessed, cabinet type 120-277V, single pole",10,,rs-means,Unit,181279,,,,,,,,,,,,1.0,1.0
839,ElecHeat,"Electric heater, recessed, cabinet type 120-277V, single pole",12,,rs-means,Unit,181280,,,,,,,,,,,,1.0,1.0
840,ElecHeat,"Electric heater, recessed, cabinet type 120-277V, single pole",13.5,,rs-means,Unit,181281,,,,,,,,,,,,1.0,1.0
841,ElecHeat,"Electric heater, recessed, cabinet type 120-277V, single pole",16,,rs-means,Unit,181282,,,,,,,,,,,,1.0,1.0
842,ElecHeat,"Electric heater, recessed, cabinet type 120-277V, single pole",20,,rs-means,Unit,181283,,,,,,,,,,,,1.0,1.0
843,ElecHeat,"Electric heater, recessed, cabinet type 120-277V, single pole",24,,rs-means,Unit,181284,,,,,,,,,,,,1.0,1.0
845,ElectricBaseboard,"Electric heating, baseboard heater, 935 watt, 5' long",,,rs-means,Unit,181285,,,,,,,,,,,,1.0,1.0
846,ElectTrace,"Electric heating, heat trace system, 400 degree, 115 V, 5 watts per LF",,,rs-means,Unit,181286,,,,,,,,,,,,1.0,1.0
847,ElecUnitHeater,"Electric heating, unit heater, heavy duty, three phase, 208-240 volt, 5 kW, includes fan & mounting bracket",,,rs-means,Unit,181287,,,,,,,,,,,,1.0,1.0
848,Wiring,"Wire, copper, solid, 600 volt, #14, type THWN-THHN, in raceway",14,,rs-means,Unit,191288,CLF,,,,,,,,,,,1.0,1.0
849,Wiring,"Wire, copper, solid, 600 volt, #12, type THWN-THHN, in raceway",12,,rs-means,Unit,190216,CLF,,,,,,,,,,,1.0,1.0
850,Wiring,"Wire, copper, solid, 600 volt, #10, type THWN-THHN, in raceway",10,,rs-means,Unit,190217,CLF,,,,,,,,,,,1.0,1.0
851,Conduit,"Intermediate metal conduit, 1"" diameter, to 15' high, incl 2 terminations, 2 elbows, 11 beam clamps, and 11 couplings per 100 LF",,,rs-means,Unit,191289,L.F.,,,,,,,,,,,1.0,1.0
852,Box,"Outlet boxes, pressed steel, concrete, set flush, 4"" deep",4,,rs-means,Unit,190219,,,,,,,,,,,,1.0,1.0
853,Box,"Outlet boxes, pressed steel, concrete, plate, incl 3/8"" stud",1,,rs-means,Unit,190220,,,,,,,,,,,,1.0,1.0
854,T-stat,"Thermostat, residential, hook-up, using low voltage wire, heating only, 25' of #18-3",,,rs-means,Unit,191290,,,,,,,,,,,,1.0,1.0
859,TanklessGas,"Tankless water heater, gas/propane, 3.2 gpm (US), excludes venting",3.2,Gas,rs-means,Unit,181291,,,,,,,,,,,,1.0,1.0
860,TanklessGas,"Tankless water heater, gas/propane, 6.4 gpm (US), excludes venting",6.4,Gas,rs-means,Unit,181292,,,,,,,,,,,,1.0,1.0
861,TanklessGas,"Tankless water heater, gas/propane, 8.4 gpm (US), excludes venting",8.4,Gas,rs-means,Unit,181293,,,,,,,,,,,,1.0,1.0
862,TanklessGas,"Tankless water heater, gas/propane, 9.5 gpm (US), excludes venting",9.5,Gas,rs-means,Unit,181294,,,,,,,,,,,,1.0,1.0
863,TanklessElec,"Tankless water heater, electric, 6 gallon (US)",6,E,rs-means,Unit,181295,,,,,,,,,,,,1.0,1.0
864,TanklessElec,"Tankless water heater, electric, 10 gallon (US)",10,E,rs-means,Unit,181296,,,,,,,,,,,,1.0,1.0
865,TanklessElec,"Tankless water heater, electric, 15 gallon (US)",15,E,rs-means,Unit,181297,,,,,,,,,,,,1.0,1.0
866,TanklessElec,"Tankless water heater, electric, 20 gallon (US)",20,E,rs-means,Unit,181298,,,,,,,,,,,,1.0,1.0
867,TanklessElec,"Tankless water heater, electric, 30 gallon (US)",30,E,rs-means,Unit,181299,,,,,,,,,,,,1.0,1.0
868,WaterResElec,"Residential water heater, electric, single element, 10 gallon (US)",10,E,rs-means,Unit,181300,,,,,,,,,,,,1.0,1.0
869,WaterResElec,"Residential water heater, electric, single element, 20 gallon (US)",20,E,rs-means,Unit,181301,,,,,,,,,,,,1.0,1.0
870,WaterResElec,"Residential water heater, electric, double element, 30 gallon (US)",30,E,rs-means,Unit,181302,,,,,,,,,,,,1.0,1.0
871,WaterResElec,"Residential water heater, electric, double element, 40 gallon (US)",40,E,rs-means,Unit,181303,,,,,,,,,,,,1.0,1.0
872,WaterResElec,"Residential water heater, electric, double element, 52 gallon (US)",52,E,rs-means,Unit,181304,,,,,,,,,,,,1.0,1.0
873,WaterResElec,"Residential water heater, electric, double element, 66 gallon (US)",66,E,rs-means,Unit,181305,,,,,,,,,,,,1.0,1.0
874,WaterResElec,"Residential water heater, electric, double element, 80 gallon (US)",80,E,rs-means,Unit,181306,,,,,,,,,,,,1.0,1.0
875,WaterResElec,"Residential water heater, electric, double element, 120 gallon (US)",120,E,rs-means,Unit,181307,,,,,,,,,,,,1.0,1.0
876,WaterResGas,"Residential atmospheric water heater, gas 30 gallon (US) excludes vent",30,Gas,rs-means,Unit,181308,,,,,,,,,,,,1.0,1.0
877,WaterResGas,"Residential atmospheric water heater, gas 40 gallon (US) excludes vent",40,Gas,rs-means,Unit,181309,,,,,,,,,,,,1.0,1.0
878,WaterResGas,"Residential atmospheric water heater, gas 50 gallon (US) excludes vent",50,Gas,rs-means,Unit,181310,,,,,,,,,,,,1.0,1.0
879,WaterResGas,"Residential atmospheric water heater, gas 60 gallon (US) excludes vent",60,Gas,rs-means,Unit,181311,,,,,,,,,,,,1.0,1.0
880,WaterResGas,"Residential atmospheric water heater, gas 75 gallon (US) excludes vent",75,Gas,rs-means,Unit,181312,,,,,,,,,,,,1.0,1.0
881,WaterResGas,"Residential atmospheric water heater, gas 100 gallon (US) excludes vent",100,Gas,rs-means,Unit,181313,,,,,,,,,,,,1.0,1.0
882,WaterResOil,"Residential Oil fired water heater, 30 gallon (US) excludes vent",30,Oil,rs-means,Unit,181314,,,,,,,,,,,,1.0,1.0
883,WaterResOil,"Residential Oil fired water heater, 50 gallon (US) excludes vent",50,Oil,rs-means,Unit,181315,,,,,,,,,,,,1.0,1.0
884,WaterResOil,"Residential Oil fired water heater, 70 gallon (US) excludes vent",70,Oil,rs-means,Unit,181316,,,,,,,,,,,,1.0,1.0
885,WaterElec,"Commercial electric water heater, 100F degree rise, 9 kW, 37 gph (US), 208 V, 50 gallon (US)",9,50,rs-means,Unit,181317,,,,,,,,,,,,1.0,1.0
886,WaterElec,"Commercial electric water heater, 100F degree rise, 36 kW, 148 gph (US), 208 V, 50 gallon (US)",36,50,rs-means,Unit,181318,,,,,,,,,,,,1.0,1.0
887,WaterElec,"Commercial electric water heater, 100F degree rise, 12 kW, 49 gph (US), 208 V, 80 gallon (US)",12,80,rs-means,Unit,181319,,,,,,,,,,,,1.0,1.0
888,WaterElec,"Commercial electric water heater, 100F degree rise, 36 kW, 148 gph (US), 208 V, 80 gallon (US)",36,80,rs-means,Unit,181320,,,,,,,,,,,,1.0,1.0
889,WaterElec,"Commercial electric water heater, 100F degree rise, 36 kW, 148 gph (US), 208 V, 100 gallon (US)",36,100,rs-means,Unit,181321,,,,,,,,,,,,1.0,1.0
890,WaterElec,"Commercial electric water heater, 100F degree rise, 36 kW, 148 gph (US), 208 V, 120 gallon (US)",36,120,rs-means,Unit,181322,,,,,,,,,,,,1.0,1.0
891,WaterElec,"Commercial electric water heater, 100F degree rise, 15 kW, 61 gph (US), 480 V, 150 gallon (US)",15,150,rs-means,Unit,181323,,,,,,,,,,,,1.0,1.0
892,WaterElec,"Commercial electric water heater, 100F degree rise, 120 kW, 490 gph (US), 480 V, 150 gallon (US)",120,150,rs-means,Unit,181324,,,,,,,,,,,,1.0,1.0
893,WaterElec,"Commercial electric water heater, 100F degree rise, 15 kW, 61 gph (US), 480 V, 200 gallon (US)",15,200,rs-means,Unit,181325,,,,,,,,,,,,1.0,1.0
894,WaterElec,"Commercial electric water heater, 100F degree rise, 120 kW, 490 gph (US), 480 V, 200 gallon (US)",120,200,rs-means,Unit,181326,,,,,,,,,,,,1.0,1.0
895,WaterElec,"Commercial electric water heater, 100F degree rise, 15 kW, 61 gph (US), 480 V, 250 gallon (US)",15,250,rs-means,Unit,181327,,,,,,,,,,,,1.0,1.0
896,WaterElec,"Commercial electric water heater, 100F degree rise, 150 kW, 615 gph (US), 480 V, 250 gallon (US)",150,250,rs-means,Unit,181328,,,,,,,,,,,,1.0,1.0
897,WaterElec,"Commercial electric water heater, 100F degree rise, 30 kW, 123 gph (US), 480 V, 300 gallon (US)",30,300,rs-means,Unit,181329,,,,,,,,,,,,1.0,1.0
898,WaterElec,"Commercial electric water heater, 100F degree rise, 180 kW, 738 gph (US), 480 V, 300 gallon (US)",180,300,rs-means,Unit,181330,,,,,,,,,,,,1.0,1.0
899,WaterElec,"Commercial electric water heater, 100F degree rise, 30 kW, 123 gph (US), 480 V, 350 gallon (US)",30,350,rs-means,Unit,181331,,,,,,,,,,,,1.0,1.0
900,WaterElec,"Commercial electric water heater, 100F degree rise, 180 kW, 738 gph (US), 480 V, 350 gallon (US)",180,350,rs-means,Unit,181332,,,,,,,,,,,,1.0,1.0
901,WaterElec,"Commercial electric water heater, 100F degree rise, 30 kW, 123 gph (US), 480 V, 400 gallon (US)",30,400,rs-means,Unit,181333,,,,,,,,,,,,1.0,1.0
902,WaterElec,"Commercial electric water heater, 100F degree rise, 180 kW, 860 gph (US), 480 V, 400 gallon (US)",210,400,rs-means,Unit,181334,,,,,,,,,,,,1.0,1.0
903,WaterElec,"Commercial electric water heater, 100F degree rise, 30 kW, 123 gph (US), 480 V, 500 gallon (US)",30,500,rs-means,Unit,181335,,,,,,,,,,,,1.0,1.0
904,WaterElec,"Commercial electric water heater, 100F degree rise, 240 kW, 984 gph (US), 480 V, 500 gallon (US)",240,500,rs-means,Unit,181336,,,,,,,,,,,,1.0,1.0
905,WaterElec,"Commercial electric water heater, 100F degree rise, 30 kW, 123 gph (US), 480 V, 600 gallon (US)",30,600,rs-means,Unit,181337,,,,,,,,,,,,1.0,1.0
906,WaterElec,"Commercial electric water heater, 100F degree rise, 300 kW, 1230 gph (US), 480 V, 600 gallon (US)",300,600,rs-means,Unit,181338,,,,,,,,,,,,1.0,1.0
907,WaterElec,"Commercial electric water heater, 100F degree rise, 30 kW, 123 gph (US), 480 V, 700 gallon (US)",30,700,rs-means,Unit,181339,,,,,,,,,,,,1.0,1.0
908,WaterElec,"Commercial electric water heater, 100F degree rise, 300 kW, 1230 gph (US), 480 V, 700 gallon (US)",300,700,rs-means,Unit,181340,,,,,,,,,,,,1.0,1.0
909,WaterElec,"Commercial electric water heater, 100F degree rise, 60 kW, 245 gph (US), 480 V, 800 gallon (US)",60,800,rs-means,Unit,181341,,,,,,,,,,,,1.0,1.0
910,WaterElec,"Commercial electric water heater, 100F degree rise, 300 kW, 1230 gph (US), 480 V, 800 gallon (US)",300,800,rs-means,Unit,181342,,,,,,,,,,,,1.0,1.0
911,WaterElec,"Commercial electric water heater, 100F degree rise, 60 kW, 245 gph (US), 480 V, 1000 gallon (US)",60,1000,rs-means,Unit,181343,,,,,,,,,,,,1.0,1.0
912,WaterElec,"Commercial electric water heater, 100F degree rise, 480 kW, 1970 gph (US), 480 V, 1000 gallon (US)",480,1000,rs-means,Unit,181344,,,,,,,,,,,,1.0,1.0
913,WaterElec,"Commercial electric water heater, 100F degree rise, 60 kW, 245 gph (US), 480 V, 1200 gallon (US)",60,1200,rs-means,Unit,181345,,,,,,,,,,,,1.0,1.0
914,WaterElec,"Commercial electric water heater, 100F degree rise, 480 kW, 1970 gph (US), 480 V, 1200 gallon (US)",480,1200,rs-means,Unit,181346,,,,,,,,,,,,1.0,1.0
915,WaterElec,"Commercial electric water heater, 100F degree rise, 60 kW, 245 gph (US), 480 V, 1500 gallon (US)",60,1500,rs-means,Unit,181347,,,,,,,,,,,,1.0,1.0
916,WaterElec,"Commercial electric water heater, 100F degree rise, 480 kW, 1970 gph (US), 480 V, 1500 gallon (US)",480,1500,rs-means,Unit,181348,,,,,,,,,,,,1.0,1.0
917,WaterGas,"Commercial gas water heater, 22 kW, 73 gph (US), excludes vent",22,,rs-means,Unit,181349,,,,,,,,,,,,1.0,1.0
918,WaterGas,"Commercial gas water heater, 29 kW, 95 gph (US), excludes vent",29,,rs-means,Unit,181350,,,,,,,,,,,,1.0,1.0
919,WaterGas,"Commercial gas water heater, 35 kW, 110 gph (US), excludes vent",35,,rs-means,Unit,181351,,,,,,,,,,,,1.0,1.0
920,WaterGas,"Commercial gas water heater, 35 kW, 115 gph (US), excludes vent",35,,rs-means,Unit,181352,,,,,,,,,,,,1.0,1.0
921,WaterGas,"Commercial gas water heater, 41 kW, 130 gph (US), excludes vent",41,,rs-means,Unit,181353,,,,,,,,,,,,1.0,1.0
922,WaterGas,"Commercial gas water heater, 45 kW, 150 gph (US), excludes vent",45,,rs-means,Unit,181354,,,,,,,,,,,,1.0,1.0
923,WaterGas,"Commercial gas water heater, 53 kW, 170 gph (US), excludes vent",53,,rs-means,Unit,181355,,,,,,,,,,,,1.0,1.0
924,WaterGas,"Commercial gas water heater, 59 kW, 192 gph (US), excludes vent",59,,rs-means,Unit,181356,,,,,,,,,,,,1.0,1.0
925,WaterGas,"Commercial gas water heater, 73 kW, 245 gph (US), excludes vent",73,,rs-means,Unit,181357,,,,,,,,,,,,1.0,1.0
926,WaterGas,"Commercial gas water heater, 76 kW, 250 gph (US), excludes vent",76,,rs-means,Unit,181358,,,,,,,,,,,,1.0,1.0
927,WaterGas,"Commercial gas water heater, 106 kW, 360 gph (US), excludes vent",106,,rs-means,Unit,181359,,,,,,,,,,,,1.0,1.0
928,WaterGas,"Commercial gas water heater, 147 kW, 480 gph (US), excludes vent",147,,rs-means,Unit,181360,,,,,,,,,,,,1.0,1.0
929,WaterGas,"Commercial gas water heater, 212 kW, 690 gph (US), excludes vent",212,,rs-means,Unit,181361,,,,,,,,,,,,1.0,1.0
930,WaterOil,"Commerical oil-fired water heater, 41 kW, 135 gph (US), 140 gallons (US)",41,140,rs-means,Unit,181362,,,,,,,,,,,,1.0,1.0
931,WaterOil,"Commerical oil-fired water heater, 58 kW, 191 gph (US), 140 gallons (US)",58,140,rs-means,Unit,181363,,,,,,,,,,,,1.0,1.0
932,WaterOil,"Commerical oil-fired water heater, 75 kW, 247 gph (US), 140 gallons (US)",75,140,rs-means,Unit,181364,,,,,,,,,,,,1.0,1.0
933,WaterOil,"Commerical oil-fired water heater, 79 kW, 259 gph (US), 140 gallons (US)",79,140,rs-means,Unit,181365,,,,,,,,,,,,1.0,1.0
934,WaterOil,"Commerical oil-fired water heater, 117 kW, 384 gph (US), 140 gallons (US)",117,140,rs-means,Unit,181366,,,,,,,,,,,,1.0,1.0
935,WaterOil,"Commerical oil-fired water heater, 158 kW, 519 gph (US), 140 gallons (US)",158,140,rs-means,Unit,181367,,,,,,,,,,,,1.0,1.0
936,WaterOil,"Commerical oil-fired water heater, 211 kW, 691 gph (US), 140 gallons (US)",211,140,rs-means,Unit,181368,,,,,,,,,,,,1.0,1.0
937,WaterOil,"Commerical oil-fired water heater, 88 kW, 288 gph (US), 221 gallons (US)",88,221,rs-means,Unit,181369,,,,,,,,,,,,1.0,1.0
938,WaterOil,"Commerical oil-fired water heater,175.8 kW, 576 gph (US), 221 gallons (US)",175.8,221,rs-means,Unit,181370,,,,,,,,,,,,1.0,1.0
939,WaterOil,"Commerical oil-fired water heater, 234.4 kW, 768 gph (US), 221 gallons (US)",234.4,221,rs-means,Unit,181371,,,,,,,,,,,,1.0,1.0
940,WaterOil,"Commerical oil-fired water heater, 292 kW, 960 gph (US), 201 gallons (US)",293,201,rs-means,Unit,181372,,,,,,,,,,,,1.0,1.0
941,WaterOil,"Commerical oil-fired water heater, 366 kW, 1200 gph (US), 201 gallons (US)",366,201,rs-means,Unit,181373,,,,,,,,,,,,1.0,1.0
942,WaterOil,"Commerical oil-fired water heater, 440 kW, 1441 gph (US), 201 gallons (US)",440,201,rs-means,Unit,181374,,,,,,,,,,,,1.0,1.0
943,WaterOil,"Commerical oil-fired water heater, 175.8 kW, 576 gph (US), 411 gallons (US)",175.8,411,rs-means,Unit,181375,,,,,,,,,,,,1.0,1.0
944,WaterOil,"Commerical oil-fired water heater, 234 kW, 768 gph (US), 411 gallons (US)",234,411,rs-means,Unit,181376,,,,,,,,,,,,1.0,1.0
945,WaterOil,"Commerical oil-fired water heater, 293 kW, 960 gph (US), 411 gallons (US)",293,411,rs-means,Unit,181377,,,,,,,,,,,,1.0,1.0
946,WaterOil,"Commerical oil-fired water heater, 366 kW, 1200 gph (US), 411 gallons (US)",366,411,rs-means,Unit,181378,,,,,,,,,,,,1.0,1.0
947,WaterOil,"Commerical oil-fired water heater, 440 kW, 1441 gph (US), 397 gallons (US)",440,397,rs-means,Unit,181379,,,,,,,,,,,,1.0,1.0
948,WaterOil,"Commerical oil-fired water heater, 513 kW, 1681 gph (US), 397 gallons (US)",513,397,rs-means,Unit,181380,,,,,,,,,,,,1.0,1.0
949,WaterOil,"Commerical oil-fired water heater, 586 kW, 1921 gph (US), 397 gallons (US)",586,397,rs-means,Unit,181381,,,,,,,,,,,,1.0,1.0
950,WaterOil,"Commerical oil-fired water heater, 659 kW, 2161 gph (US), 375 gallons (US)",659,375,rs-means,Unit,181382,,,,,,,,,,,,1.0,1.0
951,WaterOil,"Commerical oil-fired water heater, 732.5 kW, 2401 gph (US), 375 gallons (US)",732.5,375,rs-means,Unit,181383,,,,,,,,,,,,1.0,1.0
952,Airtowaterhp,"Air to water heat pump, single package, excludes storage tank, 35.5 MBH water heating, 2.3 ton cooling air",10.404022991199087,8.0887619,rs-means,Unit,181384,each,,,,,,,,,,,1.0,1.0
953,Airtowaterhp,"Air to water heat pump, single package, excludes storage tank, 58 MBH water heating, 3.8 ton cooling air",16.998122070128087,13.364041399999998,rs-means,Unit,181385,each,,,,,,,,,,,1.0,1.0
954,Airtowaterhp,"Air to water heat pump, single package, excludes storage tank, 76 MBH water heating, 4.9 ton cooling air",22.273401333271284,17.2325797,rs-means,Unit,181386,each,,,,,,,,,,,1.0,1.0
955,Airtowaterhp,"Air to water heat pump, single package, excludes storage tank, 98 MBH water heating, 6.5 ton cooling air",28.720964877112973,22.8595445,rs-means,Unit,181387,each,,,,,,,,,,,1.0,1.0
956,Airtowaterhp,"Air to water heat pump, single package, excludes storage tank, 113 MBH water heating, 7.4 ton cooling air",33.1170309297323,26.0247122,rs-means,Unit,181388,each,,,,,,,,,,,1.0,1.0
957,Airtowaterhp,"Air to water heat pump, single package, excludes storage tank, 142 MBH water heating, 9.2 ton cooling air",41.61609196479635,32.3550476,rs-means,Unit,181389,each,,,,,,,,,,,1.0,1.0
958,Airtowaterhp,"Air to water heat pump, single package, excludes storage tank, 171 MBH water heating, 11.1 ton cooling air",50.11515299986039,39.037068299999994,rs-means,Unit,181390,each,,,,,,,,,,,1.0,1.0
959,ERV,Packaged ERV wheel with controls,1000,,rs-means,Unit,181391,each,,,,,,,,,,,1.0,1.0
960,ERV,Packaged ERV wheel with controls,2000,,rs-means,Unit,181392,each,,,,,,,,,,,1.0,1.0
961,ERV,Packaged ERV wheel with controls,4000,,rs-means,Unit,181393,each,,,,,,,,,,,1.0,1.0
962,ERV,Packaged ERV wheel with controls,6000,,rs-means,Unit,181394,each,,,,,,,,,,,1.0,1.0
963,ERV,Packaged ERV wheel with controls,8000,,rs-means,Unit,181395,each,,,,,,,,,,,1.0,1.0
964,ERV,Packaged ERV wheel with controls,10000,,rs-means,Unit,181396,each,,,,,,,,,,,1.0,1.0
965,ERV,Packaged ERV wheel with controls,20000,,rs-means,Unit,181397,each,,,,,,,,,,,1.0,1.0
966,ERV,Packaged ERV wheel with controls,25000,,rs-means,Unit,181398,each,,,,,,,,,,,1.0,1.0
967,ERV,Packaged ERV wheel with controls,30000,,rs-means,Unit,181399,each,,,,,,,,,,,1.0,1.0
968,ERV,Packaged ERV wheel with controls,40000,,rs-means,Unit,181400,each,,,,,,,,,,,1.0,1.0
969,ERV,Packaged ERV wheel with controls,50000,,rs-means,Unit,181401,each,,,,,,,,,,,1.0,1.0
970,HeatPipe,"Air to Air Heat Pipe Heat Exchanger, Glycol, 50% efficient, 100 MBTUH (29 kW)",1700,,rs-means,Unit,181402,each,,,,,,,,,,,1.0,1.0
971,HeatPipe,"Air to Air Heat Pipe Heat Exchanger, Glycol, 50% efficient, 160 MBTUH (47 kW)",2700,,rs-means,Unit,181403,each,,,,,,,,,,,1.0,1.0
972,HeatPipe,"Air to Air Heat Pipe Heat Exchanger, Glycol, 50% efficient, 620 MBTUH (182 kW)",4000,,rs-means,Unit,181404,each,,,,,,,,,,,1.0,1.0
973,ValvesGate,"Valves, bronze, gate, non-rising stem, threaded, class 150, 1/4""",0.25,,rs-means,Unit,181405,each,,,,,,,,,,,1.0,1.0
974,ValvesGate,"Valves, bronze, gate, non-rising stem, threaded, class 150, 3/8""",0.33,,rs-means,Unit,181406,each,,,,,,,,,,,1.0,1.0
975,ValvesGate,"Valves, bronze, gate, non-rising stem, threaded, class 150, 1/2""",0.5,,rs-means,Unit,181407,each,,,,,,,,,,,1.0,1.0
976,ValvesGate,"Valves, bronze, gate, non-rising stem, threaded, class 150, 2.5""",2.5,,rs-means,Unit,181408,each,,,,,,,,,,,1.0,1.0
977,ValvesGate,"Valves, bronze, gate, non-rising stem, threaded, class 150, 3""",3,,rs-means,Unit,181409,each,,,,,,,,,,,1.0,1.0
978,Shutoff,"Valve, brass, ball, shut-off with a union connection, threaded with strainer (diameter in inches)",0.5,,rs-means,Unit,181410,each,,,,,,,,,,,1.0,1.0
979,Shutoff,"Valve, brass, ball, shut-off with a union connection, threaded with strainer (diameter in inches)",0.75,,rs-means,Unit,181411,each,,,,,,,,,,,1.0,1.0
980,Shutoff,"Valve, brass, ball, shut-off with a union connection, threaded with strainer (diameter in inches)",1,,rs-means,Unit,181412,each,,,,,,,,,,,1.0,1.0
981,Shutoff,"Valve, brass, ball, shut-off with a union connection, threaded with strainer (diameter in inches)",1.25,,rs-means,Unit,181413,each,,,,,,,,,,,1.0,1.0
982,Shutoff,"Valve, brass, ball, shut-off with a union connection, threaded with strainer (diameter in inches)",1.5,,rs-means,Unit,181414,each,,,,,,,,,,,1.0,1.0
983,Shutoff,"Valve, brass, ball, shut-off with a union connection, threaded with strainer (diameter in inches)",2,,rs-means,Unit,181415,each,,,,,,,,,,,1.0,1.0
984,PipeInsulation,"Insulation, pipe covering (price copper tube one size less than I.P.S.), fiberglass with all service jacket, 1"" wall, 1/2"" iron pipe size",0.5,,rs-means,Unit,181416,L.F.,,,,,,,,,,,1.0,1.0
985,FlexPipe,"Stainless steel braided, threaded on both ends ( 12 inches long, diameter in inches) ",0.5,,rs-means,Unit,181417,each,,,,,,,,,,,1.0,1.0
